package,version,license,module,vendored,downloaded_at_build,distribution_method,usage_method,comments,license_link,download_location,provenance,repo_modules
libcryptsetup12,2:2.7.0-1ubuntu4.2,GPL (GNU Public License),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libcublas-12-9,2.4.7-1.2ubuntu7.3,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libcudf-cu12,25.8.0,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/rapidsai/cudf/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
libcufft-12-9,2.4.7-1.2ubuntu7.3,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libcugraph-cu12,25.8.0,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/rapidsai/cugraph/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
libcuml-cu12,25.8.0,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/rapidsai/cuml/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
libcups2t64,2.4.7-1.2ubuntu7.3,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libcuvs-cu12,25.8.0,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/rapidsai/cuvs/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
libdatrie1,0.2.13-3build1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://github.com/tlwg/libdatrie/blob/master/COPYING,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libdc1394-25,2.2.6-4build1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libdconf1,0.40.0-4build2,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://gitlab.gnome.org/GNOME/dconf/-/blob/main/COPYING?ref_type=heads,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libdecor-0-0,0.2.2-1build2,MIT,RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://gitlab.freedesktop.org/libdecor/libdecor/-/blob/master/LICENSE?ref_type=heads,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libdeflate0,1.19-1build1.1,MIT,RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://github.com/ebiggers/libdeflate/blob/master/COPYING,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libdevmapper1.02.1,2:1.02.185-3ubuntu3.2,GPL (GNU Public License),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libdirectfb-1.7-7t64,1.7.7-11.1ubuntu2,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libdrm-amdgpu1,2.4.122-1~ubuntu0.24.04.1,MIT,RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libdrm-common,2.4.122-1~ubuntu0.24.04.1,MIT,RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libdrm-intel1,2.4.122-1~ubuntu0.24.04.1,MIT,RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libdrm2,2.4.122-1~ubuntu0.24.04.1,MIT,RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libduktape207,2.7.0+tests-0ubuntu3,MIT,RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libdv4t64,1.0.0-17.1build1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libdvdnav4,6.1.1-3build1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libdvdread8t64,6.1.3-1.1build1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libdw1t64,0.190-1.1ubuntu0.1,GPL (GNU Public License),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libegl-mesa0,24.2.8-1ubuntu1~24.04.1,More than one license (Please specify in Comments),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"MIT, BSD, Apache, GPL WITH Linux-syscall-note (2 header files).
 Not used, installed as a dependency of another dpkg package",https://gitlab.freedesktop.org/mesa/mesa/-/blob/main/docs/license.rst?ref_type=heads,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libegl1,1.7.0-1build1,MIT,RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://gitlab.freedesktop.org/mesa/mesa/-/blob/main/docs/license.rst?ref_type=heads,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libepoxy0,1.5.10-1build1,MIT,RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://github.com/buildroot/buildroot/tree/master/package/libepoxy,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libfdisk1,2.39.3-9ubuntu6.2,GPL (GNU Public License),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libflac12t64,1.4.3+ds-2.1ubuntu2,MIT,RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libflite1,2.2-6build3,More than one license (Please specify in Comments),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://salsa.debian.org/a11y-team/flite/-/blob/master/COPYING?ref_type=heads,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libfluidsynth3,2.3.4-1build3,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libfontconfig1,2.15.0-1.1ubuntu2,MIT,RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libfreeaptx0,0.1.1-2build1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libfreetype6,2.13.2+dfsg-1build3,Other (Please describe in Comments),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"FreeType License, Zlib, BSD, MIT, FSFAP
 Not used, installed as a dependency of another dpkg package""",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libfribidi0,1.0.13-3build1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Dynamic Linking,0.0,,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libgbm1,24.2.8-1ubuntu1~24.04.1,More than one license (Please specify in Comments),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"MIT, BSD, Apache, GPL WITH Linux-syscall-note (2 header files)
 Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libgdk-pixbuf-2.0-0,2.42.10+dfsg-3ubuntu3.1,More than one license (Please specify in Comments),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"LGPL, CC0-1.0
 Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libgdk-pixbuf2.0-common,2.42.10+dfsg-3ubuntu3.1,More than one license (Please specify in Comments),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"LGPL, CC0-1.0
 Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libgirepository-1.0-1,1.80.1-1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libgl1,1.7.0-1build1,More than one license (Please specify in Comments),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"MIT, BSD, Apache.
 Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libgl1-mesa-dri,24.2.8-1ubuntu1~24.04.1,More than one license (Please specify in Comments),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"MIT, BSD, Apache.
 Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libgles2,1.7.0-1build1,MIT,RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://github.com/EMGD-Community/mesa/blob/master/debian/libgles2-mesa-7.9.symbols,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libglvnd0,1.7.0-1build1,More than one license (Please specify in Comments),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"MIT, BSD, Apache.
 Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libglx-mesa0,24.2.8-1ubuntu1~24.04.1,More than one license (Please specify in Comments),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"MIT, BSD, Apache.
 Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libglx0,1.7.0-1build1,More than one license (Please specify in Comments),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"MIT, BSD, Apache.
 Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libgme0,0.6.3-7build1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://github.com/libgme/game-music-emu/blob/master/license.txt,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libgraphite2-3,1.3.14-2build1,More than one license (Please specify in Comments),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Artistic or GPL-1+, LGPL-2.1+ or GPL-2+ or MPL-1.1.
 Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libgsm1,1.0.22-1build1,Other (Please describe in Comments),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"TU-Berlin-2.0.
 Not used, installed as a dependency of another dpkg package",https://www.quut.com/berlin/gsm/COPYRIGHT,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libgssdp-1.6-0,1.6.3-1build3,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libgstreamer-gl1.0-0,1.24.2-1ubuntu0.2,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libgstreamer-plugins-bad1.0-0,1.24.2-1ubuntu4,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Dynamic Linking,0.0,,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libgstreamer-plugins-base1.0-0,1.24.2-1ubuntu0.2,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Dynamic Linking,0.0,,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libgstreamer-plugins-good1.0-0,1.24.2-1ubuntu1.1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Dynamic Linking,0.0,,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libgstreamer1.0-0,1.24.2-1ubuntu0.1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Dynamic Linking,0.0,,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libgstrtspserver-1.0-0,1.24.2-1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Dynamic Linking,0.0,,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libgtk-3-0t64,3.24.41-4ubuntu1.3,More than one license (Please specify in Comments),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"SWL, LGPL-2+, LGPL-2.1+, MIT
 Not used, installed as a dependency of another dpkg package",https://git.launchpad.net/ubuntu/+source/gtk+3.0,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libgtk-3-common,3.24.41-4ubuntu1.3,More than one license (Please specify in Comments),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"SWL, LGPL-2+, LGPL-2.1+, MIT
 Not used, installed as a dependency of another dpkg package",https://git.launchpad.net/ubuntu/+source/gtk+3.0,Ubuntu APT repo,submission,services/rtvi/rt-vlm
